homophily_1,homophily_2,sustainability,step
0.05,0.3,0.576,22.454
0.1,0.3,0.571,22.255
0.15,0.3,0.549,21.667
0.2,0.3,0.579,22.216
0.25,0.3,0.545,21.154
0.3,0.3,0.512,20.816
0.35,0.3,0.518,20.955
0.4,0.3,0.523,19.947
0.45,0.3,0.492,19.446
0.5,0.3,0.501,18.958
0.55,0.3,0.49,19.571
0.6,0.3,0.451,17.979
0.65,0.3,0.46,17.699
0.7,0.3,0.418,16.834
0.75,0.3,0.438,16.622
0.8,0.3,0.404,16.232
0.85,0.3,0.394,15.366
0.9,0.3,0.387,14.638
0.95,0.3,0.366,13.987
0.99,0.3,0.355,13.291
0.0,0.35,0.585,24.107
0.05,0.35,0.609,23.742
0.1,0.35,0.597,23.215
0.15,0.35,0.596,23.022
0.2,0.35,0.612,23.746
0.25,0.35,0.611,23.587
0.3,0.35,0.548,21.306
0.35,0.35,0.526,21.641
0.4,0.35,0.55,21.823
0.45,0.35,0.514,21.172
0.5,0.35,0.491,20.371
0.55,0.35,0.512,20.192
0.6,0.35,0.47,19.577
0.65,0.35,0.467,18.6
0.7,0.35,0.433,17.717
0.75,0.35,0.438,18.434
0.8,0.35,0.398,16.787
0.85,0.35,0.388,16.193
0.9,0.35,0.367,15.43
0.95,0.35,0.408,14.602
0.99,0.35,0.357,14.157
0.0,0.4,0.613,24.899
0.05,0.4,0.61,24.967
0.1,0.4,0.623,24.292
0.15,0.4,0.574,23.647
0.2,0.4,0.544,23.341
0.25,0.4,0.595,24.172
0.3,0.4,0.556,23.107
0.35,0.4,0.558,22.034
0.4,0.4,0.553,21.838
0.45,0.4,0.554,22.199
0.5,0.4,0.544,21.415
0.55,0.4,0.52,20.947
0.6,0.4,0.5,19.886
0.65,0.4,0.48,19.768
0.7,0.4,0.471,19.01
0.75,0.4,0.474,19.012
0.8,0.4,0.43,17.818
0.85,0.4,0.396,16.869
0.9,0.4,0.406,16.087
0.95,0.4,0.362,15.786
0.99,0.4,0.375,15.196
0.0,0.45,0.649,26.406
0.05,0.45,0.622,25.861
0.1,0.45,0.631,25.108
0.15,0.45,0.634,25.559
0.2,0.45,0.621,24.979
0.25,0.45,0.584,23.975
0.3,0.45,0.605,24.762
0.35,0.45,0.57,24.074
0.4,0.45,0.587,23.467
0.45,0.45,0.572,23.417
0.5,0.45,0.551,22.386
0.55,0.45,0.532,21.684
0.6,0.45,0.499,21.297
0.65,0.45,0.517,21.709
0.7,0.45,0.477,20.882
0.75,0.45,0.483,19.399
0.8,0.45,0.437,19.121
0.85,0.45,0.425,17.766
0.9,0.45,0.411,17.798
0.95,0.45,0.371,16.902
0.99,0.45,0.396,16.07
0.0,0.5,0.653,26.815
0.05,0.5,0.633,26.24
0.1,0.5,0.658,26.866
0.15,0.5,0.628,26.745
0.2,0.5,0.65,26.357
0.25,0.5,0.648,25.435
0.3,0.5,0.62,24.925
0.35,0.5,0.595,24.99
0.4,0.5,0.599,24.674
0.45,0.5,0.604,24.331
0.5,0.5,0.578,23.901
0.55,0.5,0.545,23.539
0.6,0.5,0.544,23.369
0.65,0.5,0.51,23.184
0.7,0.5,0.511,22.064
0.75,0.5,0.484,21.929
0.8,0.5,0.457,19.717
0.85,0.5,0.448,19.789
0.9,0.5,0.415,19.934
0.95,0.5,0.39,17.743
0.99,0.5,0.416,17.034
0.0,0.55,0.651,27.745
0.05,0.55,0.641,27.952
0.1,0.55,0.636,26.686
0.15,0.55,0.641,27.199
0.2,0.55,0.625,26.096
0.25,0.55,0.64,27.204
0.3,0.55,0.628,26.356
0.35,0.55,0.635,26.208
0.4,0.55,0.635,26.412
0.45,0.55,0.601,25.847
0.5,0.55,0.608,25.399
0.55,0.55,0.575,24.499
0.6,0.55,0.593,25.042
0.65,0.55,0.566,24.084
0.7,0.55,0.547,24.281
0.75,0.55,0.521,23.569
0.8,0.55,0.507,23.059
0.85,0.55,0.438,21.468
0.9,0.55,0.42,21.664
0.95,0.55,0.396,19.984
0.99,0.55,0.397,19.099
0.0,0.6,0.667,28.276
0.05,0.6,0.626,27.09
0.1,0.6,0.651,27.835
0.15,0.6,0.659,27.371
0.2,0.6,0.677,28.51
0.25,0.6,0.663,28.231
0.3,0.6,0.67,28.157
0.35,0.6,0.638,26.629
0.4,0.6,0.658,27.441
0.45,0.6,0.642,26.782
0.5,0.6,0.635,27.086
0.55,0.6,0.641,27.264
0.6,0.6,0.618,27.007
0.65,0.6,0.587,26.131
0.7,0.6,0.599,26.819
0.75,0.6,0.507,24.716
0.8,0.6,0.502,25.076
0.85,0.6,0.514,24.637
0.9,0.6,0.469,24.136
0.95,0.6,0.411,23.772
0.99,0.6,0.369,21.754
0.0,0.65,0.666,29.33
0.05,0.65,0.664,28.383
0.1,0.65,0.671,28.57
0.15,0.65,0.669,29.177
0.2,0.65,0.67,29.217
0.25,0.65,0.69,29.043
0.3,0.65,0.645,27.39
0.35,0.65,0.691,28.45
0.4,0.65,0.649,27.671
0.45,0.65,0.656,28.338
0.5,0.65,0.636,27.279
0.55,0.65,0.66,27.834
0.6,0.65,0.64,28.358
0.65,0.65,0.645,27.806
0.7,0.65,0.625,27.176
0.75,0.65,0.597,27.268
0.8,0.65,0.583,28.09
0.85,0.65,0.556,27.502
0.9,0.65,0.474,27.229
0.95,0.65,0.431,26.806
0.99,0.65,0.402,25.6
0.0,0.7,0.657,28.946
0.05,0.7,0.666,29.015
0.1,0.7,0.637,28.113
0.15,0.7,0.649,28.147
0.2,0.7,0.669,29.051
0.25,0.7,0.656,28.402
0.3,0.7,0.657,27.782
0.35,0.7,0.636,26.91
0.4,0.7,0.662,28.139
0.45,0.7,0.634,28.271
0.5,0.7,0.66,28.972
0.55,0.7,0.692,29.809
0.6,0.7,0.647,28.526
0.65,0.7,0.67,29.697
0.7,0.7,0.672,30.528
0.75,0.7,0.655,29.748
0.8,0.7,0.637,29.309
0.85,0.7,0.588,29.694
0.9,0.7,0.565,30.402
0.95,0.7,0.473,33.128
0.99,0.7,0.402,33.414
0.0,0.75,0.608,26.808
0.05,0.75,0.639,28.079
0.1,0.75,0.691,29.648
0.15,0.75,0.635,28.087
0.2,0.75,0.672,28.848
0.25,0.75,0.679,29.239
0.3,0.75,0.642,27.746
0.35,0.75,0.664,28.932
0.4,0.75,0.677,29.336
0.45,0.75,0.683,29.738
0.5,0.75,0.645,28.905
0.55,0.75,0.665,28.458
0.6,0.75,0.691,30.223
0.65,0.75,0.717,30.664
0.7,0.75,0.668,29.769
0.75,0.75,0.669,29.906
0.8,0.75,0.663,30.541
0.85,0.75,0.662,32.054
0.9,0.75,0.624,34.392
0.95,0.75,0.581,39.42
0.99,0.75,0.457,51.092
0.0,0.8,0.6,27.674
0.05,0.8,0.583,26.798
0.1,0.8,0.584,26.761
0.15,0.8,0.606,27.56
0.2,0.8,0.654,29.345
0.25,0.8,0.624,27.431
0.3,0.8,0.637,27.952
0.35,0.8,0.623,27.852
0.4,0.8,0.659,28.585
0.45,0.8,0.657,28.303
0.5,0.8,0.656,28.75
0.55,0.8,0.663,29.444
0.6,0.8,0.658,28.877
0.65,0.8,0.645,28.19
0.7,0.8,0.649,28.511
0.75,0.8,0.675,29.76
0.8,0.8,0.686,32.37
0.85,0.8,0.678,32.815
0.9,0.8,0.679,34.065
0.95,0.8,0.662,41.839
0.99,0.8,0.584,81.15
0.0,0.85,0.551,25.726
0.05,0.85,0.565,25.736
0.1,0.85,0.567,25.933
0.15,0.85,0.552,25.826
0.2,0.85,0.619,27.72
0.25,0.85,0.575,26.224
0.3,0.85,0.594,26.873
0.35,0.85,0.61,27.49
0.4,0.85,0.634,28.108
0.45,0.85,0.61,27.446
0.5,0.85,0.614,27.531
0.55,0.85,0.638,28.393
0.6,0.85,0.656,28.507
0.65,0.85,0.653,28.672
0.7,0.85,0.678,30.443
0.75,0.85,0.655,29.878
0.8,0.85,0.682,30.835
0.85,0.85,0.697,31.896
0.9,0.85,0.68,33.032
0.95,0.85,0.688,38.532
0.99,0.85,0.678,90.765
0.0,0.9,0.432,20.524
0.05,0.9,0.451,21.604
0.1,0.9,0.48,22.724
0.15,0.9,0.469,22.437
0.2,0.9,0.5,23.912
0.25,0.9,0.477,23.054
0.3,0.9,0.517,24.261
0.35,0.9,0.524,24.23
0.4,0.9,0.53,24.782
0.45,0.9,0.56,25.669
0.5,0.9,0.539,24.901
0.55,0.9,0.555,25.367
0.6,0.9,0.581,26.541
0.65,0.9,0.611,27.63
0.7,0.9,0.604,27.637
0.75,0.9,0.627,28.43
0.8,0.9,0.649,29.724
0.85,0.9,0.639,28.834
0.9,0.9,0.609,29.714
0.95,0.9,0.669,35.742
0.99,0.9,0.663,73.71
0.0,0.95,0.286,14.983
0.05,0.95,0.301,15.365
0.1,0.95,0.314,15.658
0.15,0.95,0.328,16.895
0.2,0.95,0.341,17.075
0.25,0.95,0.322,16.788
0.3,0.95,0.373,18.213
0.35,0.95,0.37,18.577
0.4,0.95,0.371,18.422
0.45,0.95,0.403,19.783
0.5,0.95,0.439,21.053
0.55,0.95,0.451,21.821
0.6,0.95,0.43,20.604
0.65,0.95,0.471,22.499
0.7,0.95,0.462,22.136
0.75,0.95,0.529,25.07
0.8,0.95,0.539,25.625
0.85,0.95,0.558,25.884
0.9,0.95,0.546,25.175
0.95,0.95,0.581,31.126
0.99,0.95,0.572,52.307
0.0,0.99,0.057,4.692
0.05,0.99,0.092,6.134
0.1,0.99,0.094,6.403
0.15,0.99,0.092,6.394
0.2,0.99,0.088,6.344
0.25,0.99,0.105,7.176
0.3,0.99,0.101,7.297
0.35,0.99,0.114,8.069
0.4,0.99,0.14,9.126
0.45,0.99,0.14,9.374
0.5,0.99,0.161,10.555
0.55,0.99,0.171,10.833
0.6,0.99,0.18,11.536
0.65,0.99,0.215,13.168
0.7,0.99,0.221,13.807
0.75,0.99,0.243,14.964
0.8,0.99,0.277,16.823
0.85,0.99,0.343,19.544
0.9,0.99,0.38,22.133
0.95,0.99,0.416,24.964
0.99,0.99,0.445,31.802
